creator_username,creator_id,creator_followers,creator_verified,creator_bio,creator_type,creator_gender,country_origin,is_ai_generated,video_id,video_url,posting_date,duration_seconds,hashtag,caption,language,likes,views,shares,comments,engagement_rate,is_acne_relevant,before_after,video_intent,location_of_shoot,misinformation_label,claim_type,claim_accuracy,treatment_origin,cultural_claim,western_accepted,label_confidence,notes,transcript,product_name,product_brand,product_category,product_shown,ingredient_named,clinical_validity,start_acne_score,end_acne_score,delta_improvement,subject_gender_visual,single_multiple_people,indoor_outdoor
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7348500031562992938,https://www.tiktok.com/@dermangelo/video/7348500031562992938,2024-03-20T17:33:49.000Z,61,"duet, lips, dermreacts, skincare, dermatologist, lipcare, asmr, dermangelo",#duet with @Fanny | skincare & ASMR ☁️ #lips The dermatologist was too stunned to speak. #dermreacts #skincare #dermatologist #lipcare #asmr #dermangelo ,English,397000,6500000,2726,903,6.11,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermangelo,6774391761365582854,579800,TRUE,"Angelo Landriscina MD FAAD
Derm Daddy👨🏻
None of this content is medical advice",dermatologist,unknown,Unknown,no,7604877432394501407,https://www.tiktok.com/@dermangelo/video/7604877432394501407,2026-02-09T14:49:18.000Z,86,"dermreacts, skincare, dermatologist, dermangelo, reactionvideo",Pseudoscience rebranded as “longevity” #dermreacts  #skincare  #dermatologist #dermangelo  #reactionvideo  ,English,3953,49300,62,119,8.02,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
maxandwell_,7169322017328989189,406000,FALSE,"📧 maxandwell.ma@gmail.com 
Esthetician Online Course & Masterclasses
⬇️✨🫶🏻💕",esthetician,unknown,Unknown,no,7265449443116322053,https://www.tiktok.com/@maxandwell_/video/7265449443116322053,2023-08-09T22:14:35.000Z,49,"estheticiantips, soloestheticiantips, soloesthetician, facialtips, facialist, estheticianeducation",There are so many little temperature details that can make you stand out as a facialist. ❄️🔥 #estheticiantips #soloestheticiantips #soloesthetician #facialtips #facialist #estheticianeducation ,English,252400,2800000,1645,241,9.01,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
facedbycam,7463116000671663135,30300,FALSE,"Solo Esthetician 🤍
Face Reality Acne Expert
Garden City, NY 🫧
Email for Inquiries:
facedbycam@gmail.com",esthetician,unknown,US,no,7628753118855040269,https://www.tiktok.com/@facedbycam/video/7628753118855040269,2026-04-14T22:58:31.000Z,141,"esthetician, soloesthetician, longisland, ny",no shade to anyone who provides these services😭 they just dont work for me😭🤍 #esthetician #soloesthetician #longisland #ny ,English,221,2873,5,8,7.69,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
kiyahraine,7452805364554728494,106800,FALSE,"Pretty Spa Studio By Kiyah Raine
Solo Esthetician 
📍PA",esthetician,unknown,Unknown,no,7453625832377175342,https://www.tiktok.com/@kiyahraine/video/7453625832377175342,2024-12-29T00:35:04.000Z,321,"creatorsearchinsights, facialasmr, facialtreatment, deepcleanfacial, soloesthetician, estheticiantiktok, foryoupage","Facial walk-thru🫧⭐️💤

#creatorsearchinsights #facialasmr #facialtreatment #deepcleanfacial #soloesthetician #estheticiantiktok #foryoupage ",English,341600,4000000,7518,1080,8.54,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
jocelyntrimmier,6799417210483655685,6079,FALSE,"An Esthetician doing Esthetician things
✨💕
jocelyntrimmieraesthetics@gmail.com",esthetician,unknown,Unknown,no,7431308967676054814,https://www.tiktok.com/@jocelyntrimmier/video/7431308967676054814,2024-10-29T21:14:28.000Z,14,"esthetician, soloesthetician, estheticianlife, facial, facialtreatment, estheticianstudent, fyp","This is SO good and yet SO easy and simple!!!✨ Your clients will thank you after!🤍

What are your favorite facial tips and tricks?!

#esthetician #soloesthetician #estheticianlife #facial #facialtreatment #estheticianstudent #fyp ",English,18300,317700,614,105,5.76,yes,no,education,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
turboweezy,6689110500507681798,325700,FALSE,"the basics of beauty, motherhood + business
licensed master esthetician 
teamracheljohnson@gersh.com
📍utah",esthetician,unknown,Unknown,no,7628734292343999775,https://www.tiktok.com/@turboweezy/video/7628734292343999775,2026-04-14T21:45:33.000Z,366,"soloesthetician, waxer, grwm, wax, esthetician",u cant even see me.. gr8 😋 #soloesthetician #waxer #grwm #wax #esthetician ,English,2221,17300,8,36,12.84,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
jajolieskin,6617503547465531397,35700,FALSE,"esthetician | nyc • chi
Free Live Zoom Class | April 23rd 6:30PM ET",esthetician,unknown,US,no,7310286626561854763,https://www.tiktok.com/@jajolieskin/video/7310286626561854763,2023-12-08T18:05:59.000Z,46,"backbarproducts, backbar, soloesthetician, estheticianlife, estheticiantiktok, nycfaciala, nycfacials","Part 4. How to find back bar products. 
#backbarproducts #backbar #soloesthetician #estheticianlife #estheticiantiktok #nycfaciala#nycfacials",English,45800,568800,1333,325,8.05,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
skincarewithmorgan,6985599821076939782,822000,FALSE,"sweet dreams, love bugs🌛
Knoxville, TN 
💌beautybymorganjenn@gmail.com",influencer,unknown,Unknown,no,7628730879036247309,https://www.tiktok.com/@skincarewithmorgan/video/7628730879036247309,2026-04-14T21:32:31.000Z,881,"esthetician, knoxvilletennessee, massage, asmr, facial","The perfect after work treat!! 🩷✨🕯️

#esthetician #knoxvilletennessee #massage #asmr #facial ",English,657,13600,7,7,4.83,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
lucy_seitz,6538002576082736128,1800000,FALSE,"Your Virtual Cosmetology Instructor
💌lasbeautyllc@gmail.com",influencer,unknown,Unknown,no,7271323030767389995,https://www.tiktok.com/@lucy_seitz/video/7271323030767389995,2023-08-25T18:07:11.000Z,42,"whatilearned, estheticianstudent, beautyschool, cosstudent, services, esthetics, esthetician",part 2 is already posted! #whatilearned #estheticianstudent #beautyschool #cosstudent #services #esthetics #esthetician ,English,1100000,12000000,19500,1872,9.17,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
maxandwell_,7169322017328989189,406000,FALSE,"📧 maxandwell.ma@gmail.com 
Esthetician Online Course & Masterclasses
⬇️✨🫶🏻💕",esthetician,unknown,Unknown,no,7388308237470141702,https://www.tiktok.com/@maxandwell_/video/7388308237470141702,2024-07-06T00:09:27.000Z,41,"facial, esthetician, estheticiantip, soloesthetician, estheticiantips, facialtreatment, estheticiantiktok","3 cost effective details to elevate your facials 🙌🏻💫🫶🏻

#facial #esthetician #estheticiantip #soloesthetician #estheticiantips #facialtreatment #estheticiantiktok ",English,112400,1600000,1435,184,7.03,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
rooted.reflections,7076178786915697707,83100,FALSE,"Your esthetician big sis!
All I do is give free tips on all things esthetician",esthetician,unknown,Unknown,no,7332240659576802602,https://www.tiktok.com/@rooted.reflections/video/7332240659576802602,2024-02-05T21:59:00.000Z,46,"estheticiancareer, estheticianschool, estheticianschooladvice, estheticianlife, licensedesthetician, estheticiantok, estheticianmotivation, beautycareer, estheticiansoftiktok, estheticianthings, esthiebestie, estheticianinspo, esthielife, lifeofanesthetician, estheticiantips, estheticianstudent, beautycareer",#estheticiancareer #estheticianschool #estheticianschooladvice #estheticianlife #licensedesthetician #estheticiantok #estheticianmotivation #beautycareer #estheticiansoftiktok #estheticianthings #esthiebestie #estheticianinspo #esthielife #lifeofanesthetician #estheticiantips #estheticianstudent #beautycareer ,English,34500,357600,670,144,9.65,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,high,,,,,,,,,,,,,,
dermguru,6814497530991150085,1700000,TRUE,"Derm👩‍⚕️
📧 zubritskylm@gmail.com
❌No med advice
NEW PODCAST: Listen now👇🏻",dermatologist,unknown,Unknown,no,7119840719082229035,https://www.tiktok.com/@dermguru/video/7119840719082229035,2022-07-13T12:58:27.000Z,26,"tiktoktaughtme, tiktokpartner, benzoylperoxide, skintok, bacne, dermtok",#TikTokTaughtMe #TikTokPartner #benzoylperoxide #SkinTok #Bacne #DermTok,English,57200,1600000,1998,439,3.57,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drdustinportela,6658837318265208837,2500000,TRUE,Helping you reclaim your health from the illness industrial complex,influencer,unknown,Unknown,no,7413881033063533855,https://www.tiktok.com/@drdustinportela/video/7413881033063533855,2024-09-12T22:05:02.000Z,59,"greenscreen, creatorsearchinsights, acne, acnetreatment",Use BP for acne the right way #greenscreen #creatorsearchinsights #acne #acnetreatment ,English,10300,644200,816,196,1.6,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dermguru,6814497530991150085,1700000,TRUE,"Derm👩‍⚕️
📧 zubritskylm@gmail.com
❌No med advice
NEW PODCAST: Listen now👇🏻",dermatologist,unknown,Unknown,no,7550039717631347998,https://www.tiktok.com/@dermguru/video/7550039717631347998,2025-09-14T20:10:27.000Z,49,dermguru,Panoxyl can be a game changer for acne but here is exactly how to use Panoxyl (benzoyl peroxide) to get results for acne #dermguru Stitch with @Naphs L✨ ,English,107200,2600000,7906,645,4.12,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,6930250257943104774,https://www.tiktok.com/@dermdoctor/video/6930250257943104774,2021-02-17T15:10:43.000Z,15,"dermdoctor, dermatologist, skincare, acne, benzoylperoxide, beautyhacks",Benzoyl peroxide #dermdoctor #dermatologist #skincare #acne #benzoylperoxide #beautyhacks,English,472000,7700000,23200,2276,6.13,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
dr.mamina,6732164166663291910,1200000,TRUE,"Triple board-certified Dermatologist, Internist, & Dermatopathologist",dermatologist,unknown,Unknown,no,7252416008978271530,https://www.tiktok.com/@dr.mamina/video/7252416008978271530,2023-07-05T19:18:17.000Z,101,"acne, acnetreatment, panoxyl, benzoylperoxide, skincare, dermatologist","Acne problems? PanOxyl is just one of the many great brands with a benzoyl peroxide wash. 

Benzoyl peroxide helps with acne because of its anti-inflammatory and anti-microbial properties. 

#acne #acnetreatment #panoxyl #benzoylperoxide #skincare #dermatologist",English,170100,5300000,10400,1088,3.21,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,high,,,,,,,,,,,,,,
russwong.md,6930305751572382725,42100,FALSE,"Dermatologist 🇨🇦 
IG: russwong.md
Medical Director @ Rejuv.ca",dermatologist,unknown,Unknown,no,7603389366295104786,https://www.tiktok.com/@russwong.md/video/7603389366295104786,2026-02-05T14:34:04.000Z,26,"panoxyl, pimples, acne, breakout, benzoylperoxide","Can benzoyl peroxide bleach your skin? #panoxyl #pimples #acne #breakout #benzoylperoxide 

@tt ",English,437,37000,38,2,1.18,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,medium,,,,,,,,,,,,,,
doctorsood,6814060900347003909,2700000,TRUE,"Board Certified MD 👨🏽‍⚕️
Improve your health IQ 
Biz: doctorsood@dttalent.com",dermatologist,unknown,Unknown,no,7554536484494265613,https://www.tiktok.com/@doctorsood/video/7554536484494265613,2025-09-26T23:00:17.000Z,38,"benzoylperoxide, skincare, acnetreatment, rosacea, dermatology, healthtips","Have you ever lost a towel to benzoyl peroxide without realizing it?
It bleaches fabric by releasing reactive oxygen, but that same mechanism makes it effective for acne and rosacea, when used correctly. Make sure to check with your dermatologist before starting or combining treatments.
PMID: 30725905
Follow @doctorsoood to improve your health IQ and for similar content.
#benzoylperoxide #skincare #acnetreatment #rosacea #dermatology #healthtips",English,640,61600,113,7,1.04,yes,no,education,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,high,,,,,,,,,,,,,,
drjennyliu,6734027145938666498,444700,TRUE,"Dermatologist, FAAD
Red Note 小红书： DermTalk ⬇️
IG: @derm.talk
YT: Dr Jenny Liu",dermatologist,unknown,Unknown,no,7195923305205959978,https://www.tiktok.com/@drjennyliu/video/7195923305205959978,2023-02-03T13:37:48.000Z,37,"benzoylperoxidecleanser, benzoylperoxide, acnecleanser, acnetreatment, acneskincareroutine, acnetips, acnehacks",BPO cleansers are a great and easy way to reduce acne. Use once daily. #benzoylperoxidecleanser #benzoylperoxide #acnecleanser #acnetreatment #acneskincareroutine #acnetips #acnehacks ,English,14500,891100,565,65,1.63,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
dr_ingky,6660401966882062338,916000,FALSE,"Founder of The Drinkable Skincare Company @ventamin_official 
Your Online Skin Doctor",dermatologist,unknown,Unknown,no,7626697085806595345,https://www.tiktok.com/@dr_ingky/video/7626697085806595345,2026-04-09T10:00:01.000Z,39,,"If your blackheads keep coming back no matter what you do… this is for you.
It’s not dirt.
It’s oil + dead skin clogging your pores every day .
So if you’re only scrubbing or squeezing it won’t fix it.
What actually helps:
• Benzoyl peroxide cleanser – reduces oil and bacteria
• Glycolic acid – clears buildup (1–2x/week)
• Niacinamide – controls oil daily
How to use, Keep it simple.
Cleanser at night,
Niacinamide daily,
Exfoliate only a few times a week.
Do this consistently → blackheads slowly stop coming back.",English,303,22600,34,6,1.34,yes,no,product_promotion,unknown,accurate,clinically_accurate,supported,Western_clinical,no,yes,high,,,,,,,,,,,,,,
careclarkbsn,6786100061572105221,217600,FALSE,"The Self Care Nurse 🧖🏼‍♀️💖
Science-backed beauty + wellness + aesthetics✨",influencer,unknown,Unknown,no,6915563865371643141,https://www.tiktok.com/@careclarkbsn/video/6915563865371643141,2021-01-09T01:20:01.000Z,15,"dermatologynurse, learnontitkok, hormonalacne, benzoylperoxide, panoxyl, acnetreatment",#dermatologynurse #learnontitkok #hormonalacne #benzoylperoxide #panoxyl #acnetreatment,English,7033,251900,427,122,2.79,yes,no,education,unknown,accurate,clinically_accurate,supported,Unknown,no,yes,medium,,,,,,,,,,,,,,
dermdoctor,6765585846651094022,17700000,TRUE,"Board Certified Derm 
Founder of @Remedy Science
Shop Biodance ⬇️",dermatologist,unknown,Unknown,no,6838406405406330117,https://www.tiktok.com/@dermdoctor/video/6838406405406330117,2020-06-15T03:09:29.000Z,34,"dermatologist, skincare, skincareroutine, skincarecheck, acne, accutane, beautyhacks, fyp, viral",Simplified Skin Care #dermatologist #skincare #skincareroutine #skincarecheck #acne #accutane #beautyhacks #fyp #viral,English,165200,2500000,23100,2049,6.61,yes,no,education,unknown,na,none,na,Western_clinical,no,unknown,medium,,,,,,,,,,,,,,
dr.tommymartin,6740393875133989893,2600000,TRUE,"🙌Inspire-Serve-Love Relentlessly
💥Med-Peds Doc
🙌 Views are mine
🚫Med Advice",influencer,unknown,Unknown,no,6891304287402577158,https://www.tiktok.com/@dr.tommymartin/video/6891304287402577158,2020-11-04T16:21:17.000Z,14,"acne, pimples, dermatology, learnontiktok, tiktokpartner",Do you have acne? #acne #pimples #dermatology #learnontiktok #tiktokpartner,English,2040,172300,71,68,1.18,yes,no,product_promotion,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drtiapaul,6858424490138420229,309700,FALSE,"Dermatologist
OC, California
Cornell, Harvard, MIT trained",dermatologist,unknown,US,no,7275146342123556138,https://www.tiktok.com/@drtiapaul/video/7275146342123556138,2023-09-05T01:23:35.000Z,45,"acne, acnetreatment, acneskin, acnefighter, acnescars",Replying to @k.marblee how to treat acne #acne #acnetreatment #acneskin #acnefighter #acnescars ,English,103,6483,6,3,1.59,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
drtiapaul,6858424490138420229,309700,FALSE,"Dermatologist
OC, California
Cornell, Harvard, MIT trained",dermatologist,unknown,US,no,7361223156922600746,https://www.tiktok.com/@drtiapaul/video/7361223156922600746,2024-04-24T00:25:36.000Z,45,"acnetreatment, acne, acnesolution, acneskin, acnefighter, dermatologist, orangecounty",How to treat acne #acnetreatment #acne #acnesolution #acneskin #acnefighter #dermatologist #orangecounty ,English,71,3531,3,2,2.01,yes,no,education,unknown,na,none,na,Unknown,no,unknown,medium,,,,,,,,,,,,,,
